DATE,y1,log_sp500,log_rgdp,log_pgdp,unemp,EBP,shock_Hybrid_meeting_sum,shock_AD_meeting_sum,shock_Wu_meeting_sum,shock_Kr_meeting_sum
2015-10-01,0.26,7.562068043686391,9.765788980482602,4.480391663949571,5.0,0.424937102358593,0.0,0.0,0.1777249826326933,-0.1473991989882136
2015-11-01,0.48,7.65161936112221,9.768215751171777,4.480103039962819,5.1,0.5113215949893766,0.0,0.0,0.0,0.0
2015-12-01,0.65,7.650944165444426,9.770636646899282,4.479814332646889,5.0,0.6815869351383181,0.0,0.0,0.1122702351317244,0.2308024896983625
2016-01-01,0.54,7.607212526131171,9.773051696041788,4.479525541960254,4.8,0.9195013119341118,0.0,0.0,0.021262937894838,0.1241334330065714
2016-02-01,0.53,7.570123615927642,9.773932577790188,4.481951600875193,4.9,0.951497331798953,0.0,0.0,0.0,0.0
2016-03-01,0.66,7.590018430808682,9.774812684268802,4.4843717882687395,5.0,0.5845563814229546,0.0,0.0,-0.0040122725168556,-0.152489558199033
2016-04-01,0.56,7.636645994407969,9.775692016841074,4.48678613249857,5.1,0.2399514709676014,0.0,0.0,-0.0331301133076827,0.1140419129901434
2016-05-01,0.59,7.640810403805652,9.778205659094178,4.487681556806434,4.8,0.2527057632411384,0.0,0.0,0.0,0.0
2016-06-01,0.55,7.649373562340657,9.780712998788973,4.488576180047012,4.9,0.0655290111979565,0.0,0.0,-0.070916184710431,0.0586200780784215
2016-07-01,0.51,7.651096376560729,9.783214067451752,4.489470003652738,4.8,0.0131789155210739,0.0,0.0,-0.0306963348200626,-0.1322318092621041
2016-08-01,0.57,7.682869508943374,9.785201046228794,4.491339404191101,4.9,-0.0159449089656207,0.0,0.0,0.0,0.0
2016-09-01,0.59,7.682878730676382,9.787184084749091,4.493205316590806,5.0,-0.0691144461087205,0.0,0.0,-0.0014955387140251,0.1454250211943167
2016-10-01,0.66,7.678418879297321,9.789163198609081,4.495067753845347,4.9,-0.0703239387165692,0.0,0.0,0.0,0.0
2016-11-01,0.74,7.655258046546752,9.791245128625057,4.496973409379898,4.7,-0.7430522645796189,0.0,0.0,-0.0641785274184281,-0.0686155786113902
2016-12-01,0.87,7.692149887535524,9.79332273321212,4.498875440297891,4.7,-0.2413645729935476,0.0,0.0,-0.0451674353378644,0.032801659885003
2017-01-01,0.83,7.722159488556411,9.795396030306085,4.500773860360174,4.7,-0.1939416596878944,0.0,0.0,0.0,0.0
